"DIA","SEM_COMPROMISSO","DURACAO_DIA","INICIO","FIM","DURACAO_COMPROMISSO","TITULO","LOCAL"
"23-01-2023","Não","100","10:30","10:40","10","""""","""Praça San Martín, Buenos Aires"""
"23-01-2023","Não","100","11:00","11:10","10","""""","""Casa Rosada, Buenos Aires"""
"23-01-2023","Não","100","12:15","12:25","10","""""","""Casa Rosada, Buenos Aires"""
"23-01-2023","Não","100","12:40","12:50","10","""""","""Casa Rosada, Buenos Aires"""
"23-01-2023","Não","100","13:15","13:25","10","""""","""Casa Rosada, Buenos Aires"""
"23-01-2023","Não","100","15:00","15:10","10","""""","""Casa Rosada – Museu do Bicentenário"""
"23-01-2023","Não","100","15:30","15:40","10","""""","""Casa Rosada – Salão dos Cientistas"""
"23-01-2023","Não","100","16:00","16:10","10","""""","""Buenos Aires"""
"23-01-2023","Não","100","19:15","19:25","10","""""","""Centro Cultural Kirchner"""
"23-01-2023","Não","100","19:30","19:40","10","""""","""Centro Cultural Kirchner"""
